job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
1645,Business Analyst,Startup,Education,Singapore,Onsite,Entry,12,Bachelor,0,1,0,0,1,87786,2,2021,Medium,4
1646,Data Analyst,MNC,Healthcare,India,Remote,Senior,9,Bachelor,1,0,0,1,1,61904,4,2026,Low,7
1647,Business Analyst,Startup,Education,India,Remote,Senior,0,PhD,1,1,1,0,1,54617,1,2021,High,6
1648,Data Engineer,Startup,Healthcare,Singapore,Hybrid,Mid,13,Bachelor,0,0,0,0,1,169677,1,2023,High,3
1649,Machine Learning Engineer,Startup,Retail,Canada,Remote,Entry,0,PhD,1,1,0,0,0,184698,5,2024,High,6
1650,Data Analyst,Startup,Healthcare,Germany,Remote,Mid,5,PhD,1,1,1,0,0,122072,12,2026,Medium,2
1651,Machine Learning Engineer,Medium,Education,UK,Remote,Mid,9,Master,1,0,1,0,1,154258,12,2021,High,4
1652,Data Scientist,Enterprise,Education,Australia,Onsite,Senior,11,PhD,0,0,1,0,1,114796,6,2024,Medium,6
1653,Machine Learning Engineer,Enterprise,Technology,UK,Remote,Mid,6,PhD,0,0,1,0,0,146593,11,2025,Low,1
1654,Data Scientist,Medium,Technology,UK,Hybrid,Entry,1,Bachelor,0,0,1,0,0,102278,9,2022,Medium,3
1655,Data Scientist,MNC,Finance,Canada,Onsite,Entry,14,Master,1,0,0,0,0,177516,3,2020,High,9
1656,Machine Learning Engineer,MNC,Education,UK,Hybrid,Senior,5,Bachelor,1,0,0,0,0,130621,12,2024,Low,3
1657,Data Analyst,Enterprise,Retail,USA,Onsite,Senior,3,Bachelor,0,1,0,1,0,133905,2,2025,Medium,6
1658,Data Engineer,MNC,Healthcare,UK,Onsite,Senior,12,PhD,1,1,1,1,0,75126,2,2022,High,5
1659,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,8,PhD,1,0,0,1,0,116710,8,2023,Medium,7
1660,Business Analyst,Enterprise,E-commerce,USA,Hybrid,Senior,10,PhD,0,1,1,0,0,126027,9,2022,Medium,9
1661,Data Engineer,Medium,E-commerce,Canada,Remote,Entry,7,Bachelor,1,0,1,1,0,187713,8,2022,Low,7
1662,Data Scientist,MNC,Healthcare,India,Onsite,Mid,7,Bachelor,1,0,0,0,1,178783,12,2026,High,4
1663,Data Scientist,Medium,Healthcare,Germany,Hybrid,Senior,1,PhD,1,0,1,1,0,101955,3,2020,Medium,8
1664,Data Analyst,Enterprise,Healthcare,Canada,Onsite,Senior,10,Bachelor,0,0,0,0,1,195420,10,2022,Low,1
1665,AI Engineer,Enterprise,Technology,UK,Remote,Senior,4,Master,0,1,0,1,0,63191,10,2025,High,3
1666,Machine Learning Engineer,Enterprise,Healthcare,India,Onsite,Entry,1,Master,1,0,0,1,0,131517,8,2022,Low,7
1667,Data Scientist,Startup,E-commerce,Germany,Hybrid,Mid,2,Master,1,1,0,0,0,100980,10,2020,Medium,2
1668,Business Analyst,Startup,Healthcare,Germany,Onsite,Senior,7,Bachelor,1,1,0,1,1,189939,11,2023,Low,8
1669,Data Analyst,Startup,Education,Germany,Hybrid,Mid,4,Master,1,1,0,1,0,120670,6,2021,Medium,4
1670,Machine Learning Engineer,Medium,Retail,USA,Remote,Senior,3,PhD,1,1,0,0,1,174653,6,2024,High,4
1671,Data Analyst,Enterprise,E-commerce,USA,Remote,Entry,4,PhD,1,0,0,0,0,158292,9,2026,High,3
1672,Machine Learning Engineer,MNC,Retail,India,Onsite,Mid,7,PhD,1,0,0,0,0,195934,8,2024,High,8
1673,Machine Learning Engineer,Medium,E-commerce,UK,Remote,Mid,9,Master,1,0,0,1,1,73651,1,2022,High,6
1674,Data Engineer,Medium,Finance,Singapore,Hybrid,Senior,13,Master,0,1,1,1,0,174629,7,2021,High,9
1675,Data Scientist,Medium,Education,India,Onsite,Mid,13,Bachelor,0,0,1,1,1,150996,6,2021,Low,8
1676,Data Analyst,MNC,E-commerce,UK,Hybrid,Entry,6,PhD,1,0,0,0,0,113317,5,2022,High,4
1677,Data Analyst,Enterprise,Education,Canada,Onsite,Mid,14,Bachelor,1,0,1,0,1,164772,3,2026,Low,8
1678,Data Engineer,Startup,E-commerce,Singapore,Hybrid,Mid,5,Master,1,0,0,0,0,151997,1,2026,High,9
1679,Business Analyst,Enterprise,Retail,Germany,Onsite,Mid,1,Bachelor,0,0,0,1,0,165903,8,2024,Low,6
1680,Business Analyst,Enterprise,Retail,Germany,Hybrid,Mid,9,PhD,1,1,0,1,1,166379,12,2024,Medium,6
1681,Data Scientist,Medium,E-commerce,USA,Hybrid,Senior,4,Bachelor,1,1,1,1,1,63531,3,2025,Medium,9
1682,Data Scientist,Medium,E-commerce,Singapore,Onsite,Senior,9,Bachelor,1,0,1,1,1,143776,7,2025,High,9
1683,AI Engineer,Medium,Technology,Canada,Hybrid,Mid,14,Master,0,1,1,0,0,54434,6,2026,Medium,4
1684,Data Engineer,Startup,Education,Australia,Remote,Mid,12,Master,0,1,0,1,0,118385,2,2021,High,6
1685,Business Analyst,Startup,Education,Canada,Hybrid,Entry,13,Master,1,1,0,1,1,156222,2,2021,Low,5
1686,Machine Learning Engineer,Startup,Education,UK,Onsite,Senior,14,Master,1,1,1,1,1,164208,11,2022,Medium,5
1687,Data Analyst,Enterprise,Education,Canada,Remote,Senior,8,PhD,1,0,1,0,0,128958,3,2024,Low,9
1688,Data Scientist,Medium,Finance,Singapore,Remote,Senior,8,PhD,0,1,0,1,0,188127,3,2024,Medium,8
1689,Data Analyst,MNC,Finance,Singapore,Hybrid,Mid,14,Bachelor,0,1,0,1,1,127244,2,2022,Medium,4
1690,Data Analyst,Enterprise,Healthcare,USA,Hybrid,Senior,14,PhD,1,1,0,0,1,105389,8,2022,High,1
1691,AI Engineer,Startup,E-commerce,UK,Hybrid,Entry,8,Bachelor,1,1,1,0,0,65674,1,2023,Medium,2
1692,Business Analyst,MNC,E-commerce,India,Remote,Entry,2,Master,0,0,1,1,0,146383,3,2021,High,3
1693,Data Scientist,MNC,E-commerce,UK,Remote,Entry,8,Bachelor,0,1,1,0,1,54213,1,2021,Low,7
1694,Data Analyst,Medium,E-commerce,India,Remote,Entry,8,Bachelor,0,0,1,1,1,60494,4,2021,Low,6
1695,Data Scientist,MNC,Education,Australia,Onsite,Entry,4,PhD,1,0,1,0,0,107748,1,2020,High,5
1696,Machine Learning Engineer,Startup,Education,UK,Onsite,Senior,12,Bachelor,0,1,0,1,1,185213,1,2020,Low,2
1697,AI Engineer,Medium,Finance,Germany,Hybrid,Mid,5,PhD,0,0,0,0,0,68932,12,2025,High,6
1698,Machine Learning Engineer,MNC,Retail,Australia,Onsite,Mid,6,Bachelor,0,0,0,1,1,179278,4,2022,Medium,6
1699,Data Scientist,Medium,Technology,India,Onsite,Mid,9,PhD,1,0,1,0,0,111936,6,2023,Low,8
1700,Data Scientist,MNC,Education,USA,Hybrid,Mid,9,Master,1,0,1,0,1,76487,11,2026,High,8
1701,Business Analyst,Enterprise,Education,Australia,Hybrid,Senior,9,PhD,1,0,1,1,0,177097,6,2026,High,7
1702,Data Analyst,Enterprise,Education,Australia,Remote,Senior,5,Master,0,1,1,0,1,157393,12,2020,Medium,9
1703,Data Analyst,Startup,Retail,Australia,Remote,Senior,4,PhD,0,0,1,1,0,105765,4,2021,Low,3
1704,Machine Learning Engineer,Enterprise,Retail,India,Hybrid,Entry,12,Master,1,1,0,0,0,194070,7,2026,Medium,8
1705,AI Engineer,Enterprise,Finance,India,Hybrid,Mid,0,Master,0,1,1,1,1,106243,8,2023,Low,8
1706,Data Engineer,Enterprise,Education,UK,Onsite,Senior,3,PhD,1,1,1,0,0,146872,2,2024,Low,5
1707,Data Analyst,MNC,Technology,Germany,Onsite,Senior,12,Master,0,1,0,1,0,153100,9,2022,Medium,1
1708,Business Analyst,MNC,E-commerce,Australia,Onsite,Senior,13,Bachelor,1,1,1,1,1,143523,5,2020,High,8
1709,Machine Learning Engineer,Medium,Education,UK,Hybrid,Mid,7,Bachelor,1,1,1,1,1,88297,6,2025,Medium,2
1710,Machine Learning Engineer,MNC,Finance,UK,Hybrid,Mid,7,Master,1,1,0,1,0,130974,1,2023,Medium,4
1711,Data Engineer,Enterprise,Finance,Germany,Remote,Entry,11,Master,0,1,0,1,1,133944,4,2026,High,4
1712,Business Analyst,MNC,Technology,UK,Onsite,Entry,12,Master,1,1,1,1,1,197211,7,2020,Low,3
1713,AI Engineer,Startup,Healthcare,Germany,Remote,Entry,5,PhD,1,0,0,1,0,125902,6,2025,Low,3
1714,Business Analyst,Medium,Finance,USA,Hybrid,Mid,12,Bachelor,0,0,0,1,1,176081,2,2020,Medium,3
1715,AI Engineer,Medium,Retail,Germany,Onsite,Entry,2,Master,0,1,0,1,0,183833,7,2026,Medium,7
1716,Business Analyst,MNC,Retail,Canada,Remote,Entry,11,Master,0,1,0,0,0,143274,9,2022,High,2
1717,Business Analyst,Enterprise,E-commerce,Germany,Hybrid,Senior,14,PhD,0,0,1,0,0,190663,9,2026,Medium,2
1718,Data Scientist,Medium,Finance,Germany,Remote,Mid,7,Bachelor,1,1,0,1,0,99172,3,2020,Medium,3
1719,Machine Learning Engineer,Startup,E-commerce,Singapore,Onsite,Entry,6,Master,1,1,0,1,1,100063,6,2022,Low,6
1720,Business Analyst,Startup,Finance,Canada,Remote,Entry,10,Bachelor,1,0,0,0,0,141172,1,2026,Medium,8
1721,Data Engineer,Medium,Technology,Germany,Remote,Mid,8,PhD,0,1,0,0,0,145317,4,2026,Low,3
1722,Business Analyst,Enterprise,Education,India,Hybrid,Entry,2,Bachelor,1,0,0,1,0,58872,5,2022,Medium,8
1723,Data Analyst,Enterprise,Finance,Singapore,Onsite,Mid,10,Master,0,1,1,0,0,56421,9,2026,High,5
1724,Machine Learning Engineer,MNC,Healthcare,UK,Remote,Mid,5,Master,1,1,1,0,1,112000,3,2024,Medium,8
1725,Data Analyst,MNC,Retail,UK,Hybrid,Mid,14,Bachelor,0,1,0,1,1,95008,9,2026,Medium,6
1726,Machine Learning Engineer,Medium,Technology,USA,Onsite,Entry,0,PhD,0,1,0,0,0,91616,5,2021,High,5
1727,Data Analyst,MNC,Education,USA,Hybrid,Entry,11,PhD,0,1,0,1,1,118708,3,2026,High,4
1728,Business Analyst,MNC,Education,Canada,Onsite,Entry,7,PhD,0,0,1,0,1,182517,2,2024,High,5
1729,Business Analyst,MNC,Retail,India,Hybrid,Mid,1,PhD,0,1,0,0,1,103032,9,2026,High,1
1730,Data Scientist,Startup,Education,USA,Hybrid,Entry,4,Master,1,1,0,0,0,112076,11,2026,High,9
1731,Data Engineer,MNC,E-commerce,UK,Hybrid,Senior,5,Bachelor,0,0,0,1,1,100281,12,2020,Medium,9
1732,Data Analyst,Medium,Technology,USA,Remote,Mid,3,Master,0,1,1,1,0,101010,11,2024,High,4
1733,AI Engineer,Enterprise,Healthcare,USA,Remote,Entry,8,Bachelor,1,1,0,0,1,166296,6,2026,Medium,1
1734,Data Scientist,MNC,Retail,Germany,Hybrid,Mid,2,Bachelor,0,1,0,0,0,166114,6,2026,Medium,7
1735,Data Analyst,Enterprise,Finance,USA,Onsite,Entry,1,PhD,1,0,1,0,1,123741,2,2023,High,6
1736,Data Analyst,MNC,Finance,Canada,Hybrid,Mid,2,PhD,1,0,1,1,1,103735,8,2024,Low,6
1737,Data Scientist,Medium,Finance,UK,Remote,Senior,4,Bachelor,0,1,0,0,1,86977,5,2024,Medium,6
1738,Business Analyst,Startup,Technology,Canada,Onsite,Mid,0,Bachelor,1,1,1,0,0,61493,10,2026,Low,3
1739,Data Analyst,Medium,Healthcare,Singapore,Remote,Mid,9,Bachelor,0,0,0,0,0,112529,6,2024,High,4
1740,Business Analyst,Startup,Education,Canada,Hybrid,Mid,11,Master,0,1,0,0,1,193013,9,2026,High,1
1741,Data Scientist,MNC,Healthcare,Australia,Remote,Entry,3,Bachelor,0,0,0,0,0,93562,8,2022,High,1
1742,Business Analyst,MNC,Healthcare,India,Remote,Mid,0,Master,1,1,0,0,0,172075,9,2025,Medium,7
1743,Machine Learning Engineer,Startup,Retail,Singapore,Remote,Entry,8,Bachelor,0,0,0,0,0,144844,7,2021,Low,4
1744,AI Engineer,Medium,Technology,Singapore,Hybrid,Mid,13,PhD,1,0,0,0,1,151909,1,2026,Medium,2
1745,Data Analyst,Medium,Finance,Australia,Remote,Entry,2,Bachelor,0,1,1,1,0,162191,12,2024,High,8
1746,Data Engineer,Startup,Retail,Australia,Hybrid,Entry,1,Bachelor,0,0,0,1,0,118089,1,2024,Low,7
1747,AI Engineer,MNC,Education,Germany,Hybrid,Entry,4,Master,0,1,1,1,1,51580,4,2021,Low,2
1748,Business Analyst,Startup,Healthcare,Canada,Remote,Entry,0,Bachelor,0,0,1,0,0,120117,12,2025,High,7
1749,Data Analyst,MNC,Finance,India,Onsite,Mid,9,Master,1,1,0,1,0,160865,2,2026,High,7
1750,Business Analyst,Startup,Technology,UK,Remote,Mid,13,Master,0,0,0,1,0,68942,9,2026,High,3
1751,Machine Learning Engineer,MNC,E-commerce,UK,Remote,Entry,6,PhD,0,1,0,0,1,108350,4,2024,Medium,9
1752,Data Scientist,Startup,Healthcare,India,Remote,Entry,8,PhD,0,0,0,1,1,66394,5,2021,Low,5
1753,Data Analyst,Enterprise,Healthcare,Singapore,Onsite,Entry,0,PhD,0,0,1,0,0,188650,2,2025,Low,8
1754,Machine Learning Engineer,MNC,Healthcare,Canada,Onsite,Senior,11,PhD,0,1,0,0,0,87307,9,2024,Low,8
1755,Machine Learning Engineer,Medium,Healthcare,Canada,Hybrid,Senior,7,Master,0,1,0,0,1,54024,8,2024,Medium,1
1756,Data Analyst,Startup,Finance,Germany,Onsite,Mid,7,Bachelor,1,0,1,0,1,63934,7,2025,Medium,5
1757,Business Analyst,Medium,Technology,Germany,Onsite,Senior,6,Master,1,0,0,0,1,55531,12,2023,Medium,5
1758,Data Engineer,Startup,Retail,Australia,Remote,Senior,9,PhD,1,1,0,1,1,158038,7,2026,Medium,3
1759,Machine Learning Engineer,Medium,Finance,UK,Hybrid,Entry,3,Bachelor,0,0,0,1,1,54191,12,2023,Medium,5
1760,AI Engineer,Medium,Technology,Germany,Hybrid,Entry,13,Master,0,1,1,1,0,105237,8,2026,Low,1
1761,Machine Learning Engineer,Startup,Retail,India,Onsite,Senior,11,Bachelor,0,1,0,0,1,65762,10,2023,Medium,1
1762,Data Engineer,Startup,Healthcare,UK,Onsite,Senior,14,Master,1,1,1,1,0,56670,10,2022,High,1
1763,Business Analyst,Medium,Technology,Singapore,Remote,Senior,13,Bachelor,1,1,0,1,0,168061,7,2020,High,6
1764,Business Analyst,Medium,Healthcare,Singapore,Onsite,Entry,6,Bachelor,0,1,0,1,1,184255,10,2023,High,6
1765,AI Engineer,Medium,Technology,Canada,Onsite,Mid,1,PhD,1,1,1,1,0,170795,7,2020,Low,1
1766,Machine Learning Engineer,MNC,Education,UK,Hybrid,Senior,5,PhD,1,0,0,1,1,136551,6,2021,High,1
1767,Business Analyst,MNC,E-commerce,USA,Onsite,Mid,13,Bachelor,0,1,0,1,1,99205,9,2020,Low,5
1768,Data Engineer,Enterprise,Healthcare,UK,Remote,Mid,11,Bachelor,0,0,0,1,1,151044,4,2021,High,2
1769,Data Analyst,MNC,Healthcare,Germany,Hybrid,Senior,14,PhD,1,1,1,0,0,190521,5,2020,Medium,3
1770,Data Scientist,MNC,Healthcare,India,Hybrid,Mid,10,Master,1,1,1,1,0,86599,6,2021,High,7
1771,Data Scientist,Startup,Education,Canada,Onsite,Entry,14,Bachelor,0,0,0,0,1,173077,7,2023,High,3
1772,Data Scientist,Enterprise,Finance,Canada,Remote,Senior,4,Master,1,1,0,0,0,129278,5,2026,Low,1
1773,Machine Learning Engineer,Enterprise,Retail,Germany,Hybrid,Senior,4,PhD,1,1,1,1,0,193619,5,2026,Low,1
1774,AI Engineer,MNC,Healthcare,Germany,Remote,Senior,10,Bachelor,0,1,0,1,0,87042,10,2023,Medium,5
1775,Business Analyst,Startup,Healthcare,Germany,Remote,Senior,7,Master,0,1,1,0,0,126006,10,2026,High,9
1776,Data Analyst,Startup,Finance,USA,Onsite,Entry,0,PhD,1,0,0,0,1,125546,6,2025,High,3
1777,Data Engineer,Enterprise,Finance,India,Remote,Entry,7,Bachelor,1,0,1,1,1,134718,10,2023,High,5
1778,Data Analyst,Startup,E-commerce,USA,Hybrid,Mid,3,Master,0,0,0,1,1,96991,9,2021,Medium,6
1779,Data Engineer,Medium,Technology,Germany,Onsite,Senior,12,Bachelor,0,0,1,0,1,197039,6,2022,Medium,7
1780,Machine Learning Engineer,MNC,Healthcare,India,Hybrid,Senior,9,Master,0,0,0,1,0,61560,8,2020,Medium,4
1781,Data Scientist,Medium,Technology,Singapore,Remote,Mid,5,Master,1,1,0,1,1,140978,4,2021,Low,7
1782,Machine Learning Engineer,Enterprise,Finance,Singapore,Remote,Entry,5,Bachelor,1,1,1,0,0,135398,7,2023,Low,3
1783,AI Engineer,Enterprise,Finance,Germany,Onsite,Senior,0,PhD,0,1,1,0,0,86734,5,2020,Medium,4
1784,AI Engineer,Startup,E-commerce,India,Onsite,Mid,7,Bachelor,1,0,0,0,0,190851,4,2026,Low,7
1785,Data Engineer,Startup,Retail,Canada,Hybrid,Entry,12,PhD,1,0,0,0,1,53104,12,2023,Low,3
1786,Business Analyst,Enterprise,Education,USA,Hybrid,Mid,14,Master,0,0,1,1,0,99130,2,2022,Medium,8
1787,Business Analyst,Enterprise,Education,Australia,Remote,Mid,3,Master,1,0,0,1,1,94194,9,2024,Low,7
1788,Data Engineer,Medium,Education,Germany,Onsite,Entry,12,Master,1,1,0,0,1,193592,5,2025,Low,5
1789,AI Engineer,Medium,Finance,Germany,Remote,Senior,11,PhD,1,0,0,1,0,191797,11,2023,Medium,2
1790,AI Engineer,Startup,Healthcare,UK,Remote,Entry,8,Master,1,0,1,0,0,164489,6,2024,Medium,7
1791,AI Engineer,Medium,E-commerce,Australia,Hybrid,Senior,14,Bachelor,0,1,1,1,0,83493,1,2022,Medium,2
1792,Machine Learning Engineer,Startup,Retail,Canada,Hybrid,Entry,6,Master,1,0,1,1,1,179653,4,2024,High,2
1793,AI Engineer,Startup,Education,Germany,Hybrid,Senior,14,PhD,0,0,1,1,0,180145,5,2023,Medium,4
1794,Data Analyst,MNC,E-commerce,USA,Onsite,Senior,13,PhD,1,0,1,0,0,168531,4,2025,High,9
1795,Data Scientist,Startup,Finance,Canada,Hybrid,Mid,10,Bachelor,1,0,0,0,0,56024,2,2022,Low,4
1796,AI Engineer,Medium,Education,Germany,Onsite,Mid,13,Bachelor,0,1,0,0,1,141485,1,2020,High,8
1797,Data Engineer,Enterprise,Retail,USA,Remote,Senior,3,PhD,1,0,0,0,1,99021,9,2024,Medium,6
1798,Data Scientist,Enterprise,Technology,UK,Onsite,Entry,11,PhD,1,1,1,1,0,131595,4,2024,Low,7
1799,Machine Learning Engineer,Medium,Retail,UK,Hybrid,Senior,0,Bachelor,1,1,0,0,1,123138,8,2021,Medium,2
1800,Data Engineer,Enterprise,Healthcare,Singapore,Onsite,Entry,8,Bachelor,1,0,1,1,1,96408,11,2023,Low,2
1801,Data Scientist,Startup,Education,USA,Onsite,Senior,9,Bachelor,1,0,0,0,0,135150,8,2023,Low,6
1802,Data Engineer,Enterprise,Education,Canada,Hybrid,Entry,5,Bachelor,1,1,0,0,0,74992,12,2024,Low,3
1803,Machine Learning Engineer,Medium,Technology,USA,Hybrid,Mid,5,PhD,1,0,0,1,0,151360,12,2024,High,6
1804,Data Analyst,Enterprise,Technology,Australia,Remote,Entry,0,Master,0,0,1,1,0,155146,4,2024,Medium,4
1805,Machine Learning Engineer,Startup,Education,USA,Onsite,Mid,4,PhD,0,0,1,0,1,72238,8,2023,High,4
1806,Machine Learning Engineer,Startup,Healthcare,UK,Remote,Entry,3,Bachelor,0,0,0,1,1,66773,12,2021,Medium,8
1807,Data Engineer,Medium,Technology,UK,Remote,Mid,14,PhD,1,0,1,0,1,72957,4,2024,Low,9
1808,Business Analyst,Medium,Finance,UK,Onsite,Entry,10,Bachelor,0,0,1,1,1,135162,6,2023,High,7
1809,AI Engineer,Medium,Education,Australia,Remote,Senior,0,PhD,1,1,0,0,0,118553,5,2023,High,9
1810,AI Engineer,MNC,Retail,Germany,Onsite,Entry,6,Bachelor,1,0,1,0,1,61760,11,2021,High,1
1811,Data Analyst,MNC,Retail,Singapore,Remote,Mid,3,Bachelor,0,1,1,0,1,129193,1,2025,Low,6
1812,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,2,PhD,1,1,0,1,1,52819,9,2026,Low,4
1813,AI Engineer,MNC,Finance,Germany,Onsite,Entry,1,Bachelor,0,1,1,0,1,182210,11,2026,Medium,2
1814,Business Analyst,MNC,Technology,Australia,Hybrid,Senior,7,Master,0,0,0,1,0,77450,6,2025,Medium,2
1815,AI Engineer,Enterprise,Education,India,Onsite,Entry,4,Bachelor,0,1,0,0,0,121812,12,2021,Medium,6
1816,Business Analyst,MNC,Retail,Germany,Hybrid,Entry,9,Bachelor,0,1,1,0,0,59415,10,2026,Low,4
1817,Data Analyst,Enterprise,Retail,Canada,Onsite,Mid,8,Bachelor,1,1,0,0,0,117776,11,2021,Low,5
1818,Data Scientist,Medium,Retail,Canada,Onsite,Senior,4,Master,0,0,0,0,1,179729,9,2026,High,9
1819,Data Engineer,Enterprise,Retail,Singapore,Hybrid,Senior,9,PhD,0,1,0,0,0,165277,4,2020,Low,8
1820,Data Analyst,Enterprise,E-commerce,UK,Hybrid,Senior,11,Master,1,1,1,0,1,181020,4,2026,High,4
1821,Data Analyst,Medium,Healthcare,Australia,Onsite,Senior,0,Master,0,0,0,0,1,155387,4,2020,High,2
1822,Machine Learning Engineer,Medium,Technology,USA,Onsite,Entry,13,Master,1,0,0,0,0,92609,2,2025,High,2
1823,Machine Learning Engineer,Startup,Education,UK,Onsite,Senior,9,PhD,0,1,1,1,1,85513,3,2024,Low,3
1824,Machine Learning Engineer,Startup,Education,Singapore,Hybrid,Senior,4,Bachelor,0,1,0,1,0,190614,5,2023,Medium,7
1825,Data Engineer,Startup,Education,USA,Onsite,Senior,4,Master,1,0,0,1,0,55897,4,2021,High,7
1826,Machine Learning Engineer,Startup,Technology,Australia,Hybrid,Mid,7,Bachelor,0,0,1,1,0,145833,1,2020,Low,7
1827,Business Analyst,Enterprise,Healthcare,UK,Remote,Mid,5,Master,0,0,0,1,1,126227,8,2026,Medium,3
1828,AI Engineer,Enterprise,Finance,UK,Hybrid,Mid,14,Master,1,1,1,1,1,129815,4,2024,Low,9
1829,Data Scientist,Startup,Healthcare,Canada,Remote,Senior,10,Master,0,0,0,0,0,179575,4,2023,Low,7
1830,Data Analyst,MNC,Retail,USA,Onsite,Entry,4,Master,0,1,1,0,1,64172,7,2021,Medium,9
1831,Business Analyst,Startup,Retail,India,Onsite,Entry,12,Master,1,1,0,1,1,125354,6,2026,High,9
1832,Data Scientist,MNC,Healthcare,India,Hybrid,Mid,7,Master,0,0,1,1,1,191948,2,2020,High,7
1833,Business Analyst,Medium,Healthcare,UK,Remote,Mid,14,PhD,1,1,1,0,1,151819,4,2026,High,5
1834,Business Analyst,Enterprise,Technology,Australia,Onsite,Senior,0,Bachelor,1,1,1,0,1,182810,12,2020,Medium,8
1835,Data Analyst,Enterprise,Technology,UK,Onsite,Mid,4,Bachelor,0,1,0,1,1,173785,2,2023,Medium,3
1836,AI Engineer,MNC,E-commerce,Singapore,Remote,Mid,2,PhD,1,0,1,0,0,62230,12,2025,Low,6
1837,Machine Learning Engineer,Startup,Education,Canada,Onsite,Mid,4,Master,0,0,1,0,0,130616,3,2020,Medium,8
1838,Data Engineer,Enterprise,E-commerce,Singapore,Onsite,Mid,2,PhD,1,1,0,1,1,60736,11,2023,Medium,3
1839,AI Engineer,MNC,Education,USA,Hybrid,Entry,14,PhD,0,0,0,1,0,108039,11,2021,Medium,9
1840,Data Engineer,Medium,Retail,Singapore,Onsite,Senior,3,PhD,0,0,1,1,0,108541,10,2023,High,2
1841,Data Analyst,Medium,E-commerce,UK,Remote,Entry,10,Bachelor,1,0,0,0,0,185752,6,2026,Low,1
1842,Data Analyst,Enterprise,E-commerce,Singapore,Onsite,Mid,8,PhD,1,0,1,1,1,129988,11,2026,Low,6
1843,Data Analyst,Startup,Finance,Australia,Hybrid,Senior,1,Master,0,0,1,0,1,65990,9,2021,Medium,6
1844,Data Scientist,MNC,Healthcare,India,Onsite,Senior,13,PhD,0,0,1,1,0,140428,1,2025,Low,4
1845,Data Engineer,Enterprise,Technology,USA,Remote,Entry,9,Bachelor,0,0,1,1,1,195902,4,2022,Low,2
1846,AI Engineer,Medium,E-commerce,UK,Onsite,Entry,11,Bachelor,0,1,1,1,0,59651,8,2025,Low,3
1847,AI Engineer,Startup,Technology,USA,Remote,Mid,0,Master,1,0,0,1,1,146520,4,2020,Low,2
1848,Business Analyst,MNC,Education,Canada,Hybrid,Entry,11,PhD,1,0,1,0,1,183351,6,2022,Low,4
1849,Business Analyst,Enterprise,E-commerce,Singapore,Onsite,Mid,3,Master,0,0,0,1,0,106592,11,2023,High,8
1850,Business Analyst,MNC,Education,India,Onsite,Mid,7,PhD,0,0,1,1,0,69984,1,2025,Low,2
1851,Data Analyst,Startup,E-commerce,Australia,Hybrid,Mid,12,Master,0,1,1,1,0,50439,10,2021,Medium,7
1852,AI Engineer,Startup,Retail,USA,Remote,Senior,4,Master,1,0,1,1,1,146497,4,2020,High,4
1853,Data Engineer,Medium,Finance,India,Remote,Senior,8,Master,0,1,1,1,1,101235,7,2024,Low,6
1854,Data Analyst,Startup,Education,Singapore,Onsite,Entry,9,Bachelor,0,0,0,1,0,135009,6,2020,Medium,1
1855,Data Scientist,Enterprise,Healthcare,UK,Remote,Entry,2,Bachelor,1,0,1,0,0,147780,9,2024,High,1
1856,Business Analyst,MNC,Healthcare,Australia,Remote,Senior,12,PhD,0,0,0,1,0,142027,11,2020,High,7
1857,Data Analyst,Startup,Retail,Australia,Onsite,Entry,8,Bachelor,0,0,0,1,0,60806,3,2021,High,7
1858,Data Analyst,Startup,Retail,Germany,Remote,Mid,0,Master,1,1,0,1,0,196043,5,2026,Low,7
1859,Data Scientist,Enterprise,Healthcare,USA,Remote,Mid,14,Bachelor,0,0,1,0,0,168185,7,2026,Medium,3
1860,Machine Learning Engineer,MNC,Education,India,Onsite,Senior,1,Bachelor,0,0,0,0,0,156495,12,2023,Low,6
1861,AI Engineer,MNC,Healthcare,USA,Onsite,Entry,8,PhD,1,1,0,0,1,95888,11,2021,Low,8
1862,Data Engineer,Medium,Finance,UK,Remote,Entry,13,Master,0,1,1,1,1,168541,1,2020,Medium,8
1863,Machine Learning Engineer,Medium,E-commerce,UK,Onsite,Senior,8,Bachelor,1,1,1,1,1,70745,12,2024,Low,8
1864,Business Analyst,MNC,Finance,Singapore,Remote,Mid,9,Bachelor,1,1,1,1,1,82488,9,2021,Low,7
1865,Data Analyst,Enterprise,Healthcare,Australia,Remote,Mid,4,PhD,1,1,1,0,1,105644,11,2026,Medium,4
1866,Data Scientist,Enterprise,E-commerce,Australia,Remote,Entry,9,PhD,0,1,1,1,1,73794,9,2026,High,5
1867,Data Scientist,Medium,Healthcare,India,Remote,Senior,11,Master,1,0,1,0,1,137546,3,2021,High,6
1868,AI Engineer,Startup,Finance,Canada,Onsite,Senior,12,PhD,1,0,0,1,1,189428,8,2024,High,1
1869,Machine Learning Engineer,Enterprise,Finance,USA,Onsite,Mid,3,Master,0,0,0,0,1,183280,2,2022,Low,2
